time,dest,dir,len,etd
1417222921.65,Millbrae,South,8,4
1417222921.65,Richmond,North,9,Leaving
1417222982.01,Fremont,South,8,10
1417222982.01,Millbrae,South,8,3
1417222982.01,Richmond,North,6,8
1417223041.34,Fremont,South,8,9
1417223041.34,Millbrae,South,8,2
1417223041.34,Richmond,North,6,6
1417223101.71,Fremont,South,8,8
1417223101.71,Millbrae,South,8,Leaving
1417223101.71,Richmond,North,6,6
1417223162.07,Fremont,South,8,7
1417223162.07,Millbrae,South,9,16
1417223162.07,Richmond,North,6,5
1417223221.4,Fremont,South,8,6
1417223221.4,Millbrae,South,9,16
1417223221.4,Richmond,North,6,4
1417223281.72,Fremont,South,8,5
1417223281.72,Millbrae,South,9,14
1417223281.72,Richmond,North,6,2
1417223342.06,Fremont,South,8,4
1417223342.06,Millbrae,South,9,13
1417223342.06,Richmond,North,6,1
1417223401.39,Fremont,South,8,3
1417223401.39,Millbrae,South,9,12
1417223401.39,Richmond,North,6,Leaving
1417223461.77,Fremont,South,8,2
1417223461.77,Millbrae,South,10,11
1417223461.77,Richmond,North,9,8
1417223521.1,Fremont,South,8,Leaving
1417223521.1,Millbrae,South,10,10
1417223521.1,Richmond,North,9,7
1417223581.45,Fremont,South,6,15
1417223581.45,Millbrae,South,10,9
1417223581.45,Richmond,North,9,6
1417223641.81,Fremont,South,6,14
1417223641.81,Millbrae,South,10,8
1417223641.81,Richmond,North,9,5
1417223701.15,Fremont,South,6,13
1417223701.15,Millbrae,South,10,7
1417223701.15,Richmond,North,9,4
1417223761.53,Fremont,South,6,12
1417223761.53,Millbrae,South,10,6
1417223761.53,Richmond,North,9,3
1417223821.89,Fremont,South,6,11
1417223821.89,Millbrae,South,10,5
1417223821.89,Richmond,North,9,2
1417223881.22,Fremont,South,6,10
1417223881.22,Millbrae,South,10,4
1417223881.22,Richmond,North,9,Leaving
1417223941.55,Fremont,South,6,9
1417223941.55,Millbrae,South,10,3
1417223941.55,Richmond,North,9,Leaving
1417224001.92,Fremont,South,6,8
1417224001.92,Millbrae,South,10,2
1417224001.92,Richmond,North,5,5
1417224061.29,Fremont,South,6,7
1417224061.29,Millbrae,South,10,1
1417224061.29,Richmond,North,5,4
1417224121.65,Fremont,South,6,6
1417224121.65,Millbrae,South,10,Leaving
1417224121.65,Richmond,North,5,3
1417224182.01,Fremont,South,6,5
1417224182.01,Millbrae,South,8,14
1417224182.01,Richmond,North,5,2
1417224241.39,Fremont,South,6,4
1417224241.39,Millbrae,South,8,13
1417224241.39,Richmond,North,5,1
1417224301.72,Fremont,South,6,3
1417224301.72,Millbrae,South,8,12
1417224301.72,Richmond,North,5,Leaving
1417224362.05,Fremont,South,6,2
1417224362.05,Millbrae,South,8,11
1417224362.05,Richmond,North,9,6
1417224421.4,Fremont,South,6,1
1417224421.4,Millbrae,South,9,10
1417224421.4,Richmond,North,9,6
1417224481.79,Fremont,South,6,Leaving
1417224481.79,Millbrae,South,9,9
1417224481.79,Richmond,North,9,4
1417224541.15,Fremont,South,6,14
1417224541.15,Millbrae,South,9,8
1417224541.15,Richmond,North,9,3
1417224601.5,Fremont,South,6,13
1417224601.5,Millbrae,South,9,7
1417224601.5,Richmond,North,9,3
1417224661.83,Fremont,South,6,12
1417224661.83,Millbrae,South,9,6
1417224661.83,Richmond,North,9,2
1417224721.19,Fremont,South,6,11
1417224721.19,Millbrae,South,9,5
1417224721.19,Richmond,North,9,Leaving
1417224781.52,Fremont,South,6,10
1417224781.52,Millbrae,South,9,4
1417224781.52,Richmond,North,6,9
1417224841.86,Fremont,South,6,9
1417224841.86,Millbrae,South,9,3
1417224841.86,Richmond,North,6,9
1417224901.21,Fremont,South,6,8
1417224901.21,Millbrae,South,9,2
1417224901.21,Richmond,North,6,8
1417224961.57,Fremont,South,6,7
1417224961.57,Millbrae,South,9,1
1417224961.57,Richmond,North,6,7
1417225021.91,Fremont,South,6,6
1417225021.91,Millbrae,South,9,Leaving
1417225021.91,Richmond,North,6,5
1417225081.27,Fremont,South,6,5
1417225081.27,Millbrae,South,9,13
1417225081.27,Richmond,North,6,4
1417225141.6,Fremont,South,6,4
1417225141.6,Millbrae,South,9,12
1417225141.6,Richmond,North,6,3
1417225201.99,Fremont,South,6,3
1417225201.99,Millbrae,South,9,11
1417225201.99,Richmond,North,6,2
1417225261.35,Fremont,South,6,2
1417225261.35,Millbrae,South,9,10
1417225261.35,Richmond,North,6,1
1417225321.69,Fremont,South,6,Leaving
1417225321.69,Millbrae,South,9,9
1417225321.69,Richmond,North,6,Leaving
1417225382.07,Fremont,South,6,15
1417225382.07,Millbrae,South,9,10
1417225382.07,Richmond,North,9,3
1417225441.42,Fremont,South,6,14
1417225441.42,Millbrae,South,9,9
1417225441.42,Richmond,North,9,2
1417225501.8,Fremont,South,6,13
1417225501.8,Millbrae,South,8,7
1417225501.8,Richmond,North,9,1
1417225561.12,Fremont,South,6,12
1417225561.12,Millbrae,South,8,6
1417225561.12,Richmond,North,9,Leaving
1417225621.49,Fremont,South,6,11
1417225621.49,Millbrae,South,8,5
1417225621.49,Richmond,North,5,10
1417225681.87,Fremont,South,6,10
1417225681.87,Millbrae,South,8,4
1417225681.87,Richmond,North,5,8
1417225741.23,Fremont,South,6,9
1417225741.23,Millbrae,South,8,2
1417225741.23,Richmond,North,5,7
1417225801.56,Fremont,South,5,9
1417225801.56,Millbrae,South,8,2
1417225801.56,Richmond,North,5,6
1417225861.91,Fremont,South,5,7
1417225861.91,Millbrae,South,8,Leaving
1417225861.91,Richmond,North,5,5
1417225921.27,Fremont,South,5,6
1417225921.27,Millbrae,South,9,14
1417225921.27,Richmond,North,5,5
1417225981.62,Fremont,South,5,5
1417225981.62,Millbrae,South,9,13
1417225981.62,Richmond,North,5,3
1417226041.96,Fremont,South,5,4
1417226041.96,Millbrae,South,9,12
1417226041.96,Richmond,North,5,2
1417226101.31,Fremont,South,5,4
1417226101.31,Millbrae,South,9,11
1417226101.31,Richmond,North,5,1
1417226161.66,Fremont,South,5,2
1417226161.66,Millbrae,South,9,10
1417226161.66,Richmond,North,5,Leaving
1417226222.05,Fremont,South,5,1
1417226222.05,Millbrae,South,9,9
1417226222.05,Richmond,North,8,5
1417226281.41,Fremont,South,5,Leaving
1417226281.41,Millbrae,South,9,8
1417226281.41,Richmond,North,8,4
1417226341.73,Fremont,South,6,14
1417226341.73,Millbrae,South,9,7
1417226341.73,Richmond,North,8,3
1417226401.1,Fremont,South,6,13
1417226401.1,Millbrae,South,9,6
1417226401.1,Richmond,North,8,2
1417226461.43,Fremont,South,6,12
1417226461.43,Millbrae,South,9,5
1417226461.43,Richmond,North,8,Leaving
1417226521.79,Fremont,South,5,11
1417226521.79,Millbrae,South,9,4
1417226521.79,Richmond,North,6,9
1417226581.15,Fremont,South,5,10
1417226581.15,Millbrae,South,9,3
1417226581.15,Richmond,North,6,8
1417226641.51,Fremont,South,5,9
1417226641.51,Millbrae,South,9,2
1417226641.51,Richmond,North,6,7
1417226701.83,Fremont,South,5,8
1417226701.83,Millbrae,South,9,1
1417226701.83,Richmond,North,6,5
1417226761.16,Fremont,South,5,7
1417226761.16,Millbrae,South,9,Leaving
1417226761.16,Richmond,North,6,4
1417226821.52,Fremont,South,6,6
1417226821.52,Millbrae,South,9,14
1417226821.52,Richmond,North,6,4
1417226881.9,Fremont,South,6,5
1417226881.9,Millbrae,South,9,13
1417226881.9,Richmond,North,6,3
1417226941.3,Fremont,South,6,4
1417226941.3,Millbrae,South,9,12
1417226941.3,Richmond,North,6,2
1417227001.69,Fremont,South,6,3
1417227001.69,Millbrae,South,9,11
1417227001.69,Richmond,North,6,Leaving
1417227062.02,Fremont,South,6,2
1417227062.02,Millbrae,South,9,10
1417227062.02,Richmond,North,8,8
1417227121.35,Fremont,South,6,1
1417227121.35,Millbrae,South,9,9
1417227121.35,Richmond,North,8,7
1417227181.69,Fremont,South,6,Leaving
1417227181.69,Millbrae,South,9,8
1417227181.69,Richmond,North,8,6
1417227242.07,Fremont,South,6,14
1417227242.07,Millbrae,South,9,7
1417227242.07,Richmond,North,8,5
1417227301.42,Fremont,South,6,13
1417227301.42,Millbrae,South,9,6
1417227301.42,Richmond,North,8,4
1417227361.83,Fremont,South,5,12
1417227361.83,Millbrae,South,9,5
1417227361.83,Richmond,North,8,3
1417227421.19,Fremont,South,5,11
1417227421.19,Millbrae,South,9,4
1417227421.19,Richmond,North,8,2
1417227481.54,Fremont,South,5,10
1417227481.54,Millbrae,South,9,3
1417227481.54,Richmond,North,8,Leaving
1417227541.94,Fremont,South,5,9
1417227541.94,Millbrae,South,9,2
1417227541.94,Richmond,North,6,6
1417227601.27,Fremont,South,5,8
1417227601.27,Millbrae,South,9,Leaving
1417227601.27,Richmond,North,6,5
1417227661.65,Fremont,South,5,7
1417227661.65,Millbrae,South,8,15
1417227661.65,Richmond,North,6,4
1417227722.0,Fremont,South,5,6
1417227722.0,Millbrae,South,8,14
1417227722.0,Richmond,North,6,3
1417227781.36,Fremont,South,5,5
1417227781.36,Millbrae,South,8,13
1417227781.36,Richmond,North,6,2
1417227841.72,Fremont,South,5,4
1417227841.72,Millbrae,South,8,12
1417227841.72,Richmond,North,6,Leaving
1417227902.06,Fremont,South,5,3
1417227902.06,Millbrae,South,8,11
1417227902.06,Richmond,North,8,7
1417227961.38,Fremont,South,5,2
1417227961.38,Millbrae,South,8,10
1417227961.38,Richmond,North,8,6
1417228021.73,Fremont,South,5,1
1417228021.73,Millbrae,South,8,9
1417228021.73,Richmond,North,8,5
1417228081.09,Fremont,South,5,Leaving
1417228081.09,Millbrae,South,8,8
1417228081.09,Richmond,North,8,4
1417228141.44,Fremont,South,6,14
1417228141.44,Millbrae,South,8,7
1417228141.44,Richmond,North,8,3
1417228201.81,Fremont,South,6,13
1417228201.81,Millbrae,South,8,6
1417228201.81,Richmond,North,8,2
1417228261.15,Fremont,South,6,12
1417228261.15,Millbrae,South,8,5
1417228261.15,Richmond,North,8,1
1417228321.53,Fremont,South,6,11
1417228321.53,Millbrae,South,8,4
1417228321.53,Richmond,North,8,Leaving
1417228381.92,Fremont,South,6,10
1417228381.92,Millbrae,South,8,3
1417228381.92,Richmond,North,6,7
1417228441.25,Fremont,South,6,9
1417228441.25,Millbrae,South,8,2
1417228441.25,Richmond,North,6,6
1417228501.57,Fremont,South,6,8
1417228501.57,Millbrae,South,8,Leaving
1417228501.57,Richmond,North,6,5
1417228561.99,Fremont,South,6,7
1417228561.99,Millbrae,South,9,15
1417228561.99,Richmond,North,6,4
1417228621.34,Fremont,South,6,6
1417228621.34,Millbrae,South,9,14
1417228621.34,Richmond,North,6,3
1417228681.67,Fremont,South,6,5
1417228681.67,Millbrae,South,9,13
1417228681.67,Richmond,North,6,2
1417228742.0,Fremont,South,6,4
1417228742.0,Millbrae,South,9,12
1417228742.0,Richmond,North,6,Leaving
1417228801.36,Fremont,South,6,3
1417228801.36,Millbrae,South,8,11
1417228801.36,Richmond,North,9,8
1417228861.73,Fremont,South,6,2
1417228861.73,Millbrae,South,8,10
1417228861.73,Richmond,North,9,7
1417228922.08,Fremont,South,6,1
1417228922.08,Millbrae,South,8,9
1417228922.08,Richmond,North,9,6
1417228981.42,Fremont,South,6,Leaving
1417228981.42,Millbrae,South,8,8
1417228981.42,Richmond,North,9,5
1417229041.76,Fremont,South,6,14
1417229041.76,Millbrae,South,8,7
1417229041.76,Richmond,North,9,4
1417229101.12,Fremont,South,6,13
1417229101.12,Millbrae,South,8,6
1417229101.12,Richmond,North,9,3
1417229161.45,Fremont,South,6,12
1417229161.45,Millbrae,South,8,5
1417229161.45,Richmond,North,9,2
1417229221.81,Fremont,South,6,11
1417229221.81,Millbrae,South,8,4
1417229221.81,Richmond,North,9,Leaving
1417229281.13,Fremont,South,6,10
1417229281.13,Millbrae,South,8,3
1417229281.13,Richmond,North,7,8
1417229341.51,Fremont,South,6,9
1417229341.51,Millbrae,South,8,2
1417229341.51,Richmond,North,7,7
1417229401.87,Fremont,South,6,8
1417229401.87,Millbrae,South,8,Leaving
1417229401.87,Richmond,North,7,6
1417229461.22,Fremont,South,6,7
1417229461.22,Richmond,North,7,5
1417229521.58,Fremont,South,6,6
1417229521.58,Richmond,North,7,4
1417229581.95,Fremont,South,6,5
1417229581.95,Richmond,North,7,3
1417229641.3,Fremont,South,6,4
1417229641.3,Richmond,North,7,2
1417229701.65,Fremont,South,6,3
1417229701.65,Richmond,North,7,1
1417229762.0,Fremont,South,6,2
1417229762.0,Richmond,North,9,6
1417229821.33,Fremont,South,6,1
1417229821.33,Richmond,North,9,5
1417229881.7,Fremont,South,6,Leaving
1417229881.7,Richmond,North,9,4
1417229942.02,Fremont,South,6,14
1417229942.02,Richmond,North,9,3
1417230001.38,Fremont,South,6,13
1417230001.38,Richmond,North,9,2
1417230061.7,Fremont,South,6,12
1417230061.7,Richmond,North,9,1
1417230121.09,Fremont,South,6,11
1417230121.09,Richmond,North,8,8
1417230181.45,Fremont,South,6,10
1417230181.45,Richmond,North,8,8
1417230241.8,Fremont,South,6,9
1417230241.8,Richmond,North,8,7
1417230301.12,Fremont,South,6,9
1417230301.12,Richmond,North,8,5
1417230361.49,Fremont,South,6,9
1417230361.49,Richmond,North,8,5
1417230421.82,Fremont,South,6,6
1417230421.82,Richmond,North,8,4
1417230481.15,Fremont,South,6,5
1417230481.15,Richmond,North,8,2
1417230541.55,Fremont,South,6,4
1417230541.55,Richmond,North,8,1
1417230601.9,Fremont,South,6,3
1417230601.9,Richmond,North,8,Leaving
1417230661.23,Fremont,South,6,2
1417230661.23,Richmond,North,8,6
1417230721.58,Fremont,South,6,Leaving
1417230721.58,Richmond,North,8,5
1417230781.92,Fremont,South,8,15
1417230781.92,Richmond,North,8,4
1417230841.27,Fremont,South,8,14
1417230841.27,Richmond,North,8,3
1417230901.6,Fremont,South,8,13
1417230901.6,Richmond,North,8,2
1417230961.98,Fremont,South,8,12
1417230961.98,Richmond,North,8,Leaving
1417231021.35,Fremont,South,8,11
1417231021.35,Richmond,North,6,10
1417231081.68,Fremont,South,8,10
1417231081.68,Richmond,North,6,9
1417231142.04,Fremont,South,8,9
1417231142.04,Richmond,North,6,8
1417231201.42,Fremont,South,7,9
1417231201.42,Richmond,North,6,7
1417231261.76,Fremont,South,7,9
1417231261.76,Richmond,North,6,5
1417231321.09,Fremont,South,7,9
1417231321.09,Richmond,North,6,4
1417231381.45,Fremont,South,7,6
1417231381.45,Richmond,North,6,3
1417231441.83,Fremont,South,7,5
1417231441.83,Richmond,North,6,2
1417231501.14,Fremont,South,7,4
1417231501.14,Richmond,North,6,1
1417231561.51,Fremont,South,7,2
1417231561.51,Richmond,North,6,Leaving
1417231621.85,Fremont,South,7,1
1417231621.85,Richmond,North,10,7
1417231681.2,Fremont,South,7,Leaving
1417231681.2,Richmond,North,10,6
1417231741.55,Fremont,South,8,15
1417231741.55,Richmond,North,10,5
1417231801.92,Fremont,South,8,14
1417231801.92,Richmond,North,10,3
1417231861.27,Fremont,South,8,13
1417231861.27,Richmond,North,10,2
1417231921.59,Fremont,South,8,12
1417231921.59,Richmond,North,10,1
1417231981.95,Fremont,South,8,11
1417231981.95,Richmond,North,10,Leaving
1417232041.29,Fremont,South,8,10
1417232041.29,Richmond,North,6,7
1417232101.61,Fremont,South,8,9
1417232101.61,Richmond,North,6,6
1417232162.01,Fremont,South,8,9
1417232162.01,Richmond,North,6,5
1417232221.34,Fremont,South,8,7
1417232221.34,Richmond,North,6,4
1417232281.69,Fremont,South,8,6
1417232281.69,Richmond,North,6,3
1417232342.08,Fremont,South,8,5
1417232342.08,Richmond,North,6,2
1417232401.45,Fremont,South,8,4
1417232401.45,Richmond,North,6,2
1417232461.82,Fremont,South,8,2
1417232461.82,Richmond,North,6,Leaving
1417232521.15,Fremont,South,8,1
1417232521.15,Richmond,North,9,5
1417232581.53,Fremont,South,8,Leaving
1417232581.53,Richmond,North,9,4
1417232641.86,Fremont,South,6,20
1417232641.86,Richmond,North,9,3
1417232701.2,Fremont,South,6,19
1417232701.2,Richmond,North,9,2
1417232761.52,Fremont,South,6,18
1417232761.52,Richmond,North,9,1
1417232821.87,Fremont,South,6,17
1417232821.87,Richmond,North,9,Leaving
1417232881.25,Fremont,South,6,16
1417232881.25,Richmond,North,5,7
1417232941.58,Fremont,South,6,15
1417232941.58,Richmond,North,5,6
1417233001.95,Fremont,South,6,14
1417233001.95,Richmond,North,5,5
1417233061.3,Fremont,South,6,13
1417233061.3,Richmond,North,5,4
1417233121.64,Fremont,South,6,12
1417233121.64,Richmond,North,5,3
1417233182.0,Fremont,South,6,11
1417233182.0,Richmond,North,5,2
1417233241.32,Fremont,South,6,10
1417233241.32,Richmond,North,5,1
1417233301.67,Fremont,South,6,10
1417233301.67,Richmond,North,5,Leaving
1417233361.99,Fremont,South,6,10
1417233361.99,Richmond,North,8,7
1417233421.37,Fremont,South,6,7
1417233421.37,Richmond,North,8,6
1417233481.73,Fremont,South,6,6
1417233481.73,Richmond,North,8,5
1417233542.05,Fremont,South,6,5
1417233542.05,Richmond,North,8,4
1417233601.38,Fremont,South,6,4
1417233601.38,Richmond,North,8,3
1417233661.76,Fremont,South,6,2
1417233661.76,Richmond,North,8,2
1417233721.12,Fremont,South,6,1
1417233721.12,Richmond,North,8,Leaving
1417233781.47,Fremont,South,6,Leaving
1417233781.47,Richmond,North,5,12
1417233841.84,Fremont,South,6,20
1417233841.84,Richmond,North,5,11
1417233901.19,Fremont,South,6,19
1417233901.19,Richmond,North,5,10
1417233961.57,Fremont,South,6,18
1417233961.57,Richmond,North,5,9
1417234021.95,Fremont,South,6,17
1417234021.95,Richmond,North,5,8
1417234081.3,Fremont,South,6,16
1417234081.3,Richmond,North,5,7
1417234141.66,Fremont,South,6,15
1417234141.66,Richmond,North,5,6
1417234202.03,Fremont,South,6,14
1417234202.03,Richmond,North,5,6
1417234261.37,Fremont,South,6,13
1417234261.37,Richmond,North,5,5
1417234321.75,Fremont,South,6,12
1417234321.75,Richmond,North,5,4
1417234382.08,Fremont,South,6,11
1417234382.08,Richmond,North,5,3
1417234441.4,Fremont,South,6,10
1417234441.4,Richmond,North,5,1
1417234501.73,Fremont,South,6,9
1417234501.73,Richmond,North,5,Leaving
1417234562.08,Fremont,South,6,9
1417234562.08,Richmond,North,9,6
1417234621.4,Fremont,South,6,7
1417234621.4,Richmond,North,9,5
1417234681.78,Fremont,South,6,6
1417234681.78,Richmond,North,9,5
1417234741.1,Fremont,South,6,5
1417234741.1,Richmond,North,9,4
1417234801.45,Fremont,South,6,4
1417234801.45,Richmond,North,9,2
1417234861.83,Fremont,South,6,3
1417234861.83,Richmond,North,9,1
1417234921.21,Fremont,South,6,2
1417234921.21,Richmond,North,9,Leaving
1417234981.57,Fremont,South,6,Leaving
1417234981.57,Richmond,North,5,7
1417235041.96,Fremont,South,6,20
1417235041.96,Richmond,North,5,6
1417235101.31,Fremont,South,6,19
1417235101.31,Richmond,North,5,5
1417235161.66,Fremont,South,6,18
1417235161.66,Richmond,North,5,4
1417235222.0,Fremont,South,6,17
1417235222.0,Richmond,North,5,3
1417235281.36,Fremont,South,6,16
1417235281.36,Richmond,North,5,2
1417235341.71,Fremont,South,6,15
1417235341.71,Richmond,North,5,1
1417235402.06,Fremont,South,6,14
1417235402.06,Richmond,North,8,13
1417235461.44,Fremont,South,6,13
1417235461.44,Richmond,North,8,12
1417235521.82,Fremont,South,5,12
1417235521.82,Richmond,North,8,11
1417235581.17,Fremont,South,5,11
1417235581.17,Richmond,North,8,10
1417235641.48,Fremont,South,5,10
1417235641.48,Richmond,North,8,9
1417235701.8,Fremont,South,5,9
1417235701.8,Richmond,North,8,7
1417235761.15,Fremont,South,5,8
1417235761.15,Richmond,North,8,6
1417235821.5,Fremont,South,5,7
1417235821.5,Richmond,North,8,5
1417235881.87,Fremont,South,5,6
1417235881.87,Richmond,North,8,4
1417235941.21,Fremont,South,5,5
1417235941.21,Richmond,North,8,3
1417236001.53,Fremont,South,5,4
1417236001.53,Richmond,North,8,2
1417236061.86,Fremont,South,5,3
1417236061.86,Richmond,North,8,1
1417236121.2,Fremont,South,5,2
1417236121.2,Richmond,North,6,8
1417236181.55,Fremont,South,5,Leaving
1417236181.55,Richmond,North,6,7
1417236241.92,Fremont,South,6,20
1417236241.92,Richmond,North,6,6
1417236301.24,Fremont,South,6,19
1417236301.24,Richmond,North,6,5
1417236361.62,Fremont,South,6,18
1417236361.62,Richmond,North,6,4
1417236421.99,Fremont,South,6,17
1417236421.99,Richmond,North,6,3
1417236481.32,Fremont,South,6,16
1417236481.32,Richmond,North,6,2
1417236541.69,Fremont,South,6,15
1417236541.69,Richmond,North,6,1
1417236602.02,Fremont,South,6,14
1417236602.02,Richmond,North,6,Leaving
1417236661.4,Fremont,South,6,13
1417236661.4,Richmond,North,8,16
1417236721.75,Fremont,South,6,12
1417236721.75,Richmond,North,8,15
1417236781.13,Fremont,South,6,11
1417236781.13,Richmond,North,8,14
1417236841.51,Fremont,South,5,10
1417236841.51,Richmond,North,8,13
1417236901.83,Fremont,South,5,10
1417236901.83,Richmond,North,8,12
1417236961.16,Fremont,South,5,10
1417236961.16,Richmond,North,8,11
1417237021.54,Fremont,South,5,7
1417237021.54,Richmond,North,8,10
1417237081.89,Fremont,South,5,6
1417237081.89,Richmond,North,8,9
1417237141.25,Fremont,South,5,5
1417237141.25,Richmond,North,8,8
1417237201.59,Fremont,South,5,4
1417237201.59,Richmond,North,8,7
1417237261.97,Fremont,South,5,2
1417237261.97,Richmond,North,8,6
1417237321.32,Fremont,South,5,2
1417237321.32,Richmond,North,8,5
1417237381.67,Fremont,South,5,Leaving
1417237381.67,Richmond,North,8,4
1417237442.0,Fremont,South,6,20
1417237442.0,Richmond,North,8,3
1417237501.34,Fremont,South,6,19
1417237501.34,Richmond,North,8,2
1417237561.67,Fremont,South,6,18
1417237561.67,Richmond,North,8,Leaving
1417237622.01,Fremont,South,6,17
1417237622.01,Richmond,North,6,3
1417237681.37,Fremont,South,6,16
1417237681.37,Richmond,North,6,2
1417237741.71,Fremont,South,6,15
1417237741.71,Richmond,North,6,1
1417237802.05,Fremont,South,6,14
1417237802.05,Richmond,North,6,Leaving
1417237861.4,Fremont,South,6,13
1417237861.4,Richmond,North,7,19
1417237921.72,Fremont,South,6,12
1417237921.72,Richmond,North,7,18
1417237982.04,Fremont,South,6,11
1417237982.04,Richmond,North,7,18
1417238041.39,Fremont,South,6,10
1417238041.39,Richmond,North,7,17
1417238101.71,Fremont,South,6,9
1417238101.71,Richmond,North,7,16
1417238162.03,Fremont,South,6,9
1417238162.03,Richmond,North,7,15
1417238221.35,Fremont,South,6,7
1417238221.35,Richmond,North,7,14
1417238281.67,Fremont,South,6,6
1417238281.67,Richmond,North,7,13
1417238342.01,Fremont,South,6,5
1417238342.01,Richmond,North,7,12
1417238401.33,Fremont,South,6,4
1417238401.33,Richmond,North,7,11
1417238461.7,Fremont,South,6,3
1417238461.7,Richmond,North,7,10
1417238522.05,Fremont,South,6,2
1417238522.05,Richmond,North,7,9
1417238581.43,Fremont,South,6,Leaving
1417238581.43,Richmond,North,7,8
1417238641.75,Fremont,South,6,20
1417238641.75,Richmond,North,7,7
1417238702.07,Fremont,South,6,19
1417238702.07,Richmond,North,7,5
1417238761.39,Fremont,South,6,18
1417238761.39,Richmond,North,7,5
1417238821.71,Fremont,South,6,17
1417238821.71,Richmond,North,7,3
1417238882.06,Fremont,South,6,16
1417238882.06,Richmond,North,7,2
1417238941.37,Fremont,South,6,15
1417238941.37,Richmond,North,7,1
1417239001.7,Fremont,South,6,14
1417239001.7,Richmond,North,7,Leaving
1417239062.04,Fremont,South,6,13
1417239062.04,Richmond,North,8,25
1417239121.41,Fremont,South,6,12
1417239121.41,Richmond,North,8,24
1417239181.73,Fremont,South,6,11
1417239181.73,Richmond,North,8,23
1417239242.05,Fremont,South,6,10
1417239242.05,Richmond,North,8,23
1417239301.38,Fremont,South,6,9
1417239301.38,Richmond,North,8,21
1417239361.73,Fremont,South,6,8
1417239361.73,Richmond,North,8,20
1417239421.11,Fremont,South,6,7
1417239421.11,Richmond,North,8,20
1417239481.43,Fremont,South,6,6
1417239481.43,Richmond,North,8,19
1417239541.78,Fremont,South,6,5
1417239541.78,Richmond,North,8,18
1417239601.12,Fremont,South,6,4
1417239601.12,Richmond,North,8,17
1417239661.5,Fremont,South,6,2
1417239661.5,Richmond,North,8,17
1417239721.81,Fremont,South,6,2
1417239721.81,Richmond,North,8,15
1417239781.16,Fremont,South,6,Leaving
1417239781.16,Richmond,North,8,14
1417239841.47,Fremont,South,3,20
1417239841.47,Richmond,North,8,13
1417239901.82,Fremont,South,3,19
1417239901.82,Richmond,North,8,12
1417239961.17,Fremont,South,3,18
1417239961.17,Richmond,North,8,10
1417240021.55,Fremont,South,3,17
1417240021.55,Richmond,North,8,9
1417240081.94,Fremont,South,3,16
1417240081.94,Richmond,North,8,8
1417240141.3,Fremont,South,3,15
1417240141.3,Richmond,North,8,7
1417240201.63,Fremont,South,3,14
1417240201.63,Richmond,North,8,6
1417240261.94,Fremont,South,3,13
1417240261.94,Richmond,North,8,5
1417240321.26,Fremont,South,3,12
1417240321.26,Richmond,North,8,4
1417240381.62,Fremont,South,7,11
1417240381.62,Richmond,North,8,3
1417240441.95,Fremont,South,7,10
1417240441.95,Richmond,North,8,2
1417240501.3,Fremont,South,7,10
1417240501.3,Richmond,North,8,1
1417240561.67,Fremont,South,7,10
1417240561.67,Richmond,North,6,15
1417240621.99,Fremont,South,7,7
1417240621.99,Richmond,North,6,14
1417240681.32,Fremont,South,7,6
1417240681.32,Richmond,North,6,13
1417240741.66,Fremont,South,7,5
1417240741.66,Richmond,North,6,12
1417240801.97,Fremont,South,7,4
1417240801.97,Richmond,North,6,11
1417240861.34,Fremont,South,7,3
1417240861.34,Richmond,North,6,10
1417240921.66,Fremont,South,7,2
1417240921.66,Richmond,North,6,8
1417240982.0,Fremont,South,7,Leaving
1417240982.0,Richmond,North,6,7
1417241041.31,Fremont,South,3,20
1417241041.31,Richmond,North,6,6
1417241101.64,Fremont,South,3,19
1417241101.64,Richmond,North,6,5
1417241161.96,Fremont,South,3,18
1417241161.96,Richmond,North,6,4
1417241221.34,Fremont,South,3,17
1417241221.34,Richmond,North,6,3
1417241281.67,Fremont,South,3,16
1417241281.67,Richmond,North,6,2
1417241342.02,Fremont,South,3,15
1417241342.02,Richmond,North,6,1
1417241401.34,Fremont,South,3,14
1417241401.34,Richmond,North,6,Leaving
1417241461.7,Fremont,South,3,13
1417241461.7,Richmond,North,6,20
1417241522.02,Fremont,South,8,12
1417241522.02,Richmond,North,6,19
1417241581.39,Fremont,South,8,11
1417241581.39,Richmond,North,6,18
1417241641.71,Fremont,South,8,10
1417241641.71,Richmond,North,6,18
1417241701.09,Fremont,South,8,9
1417241701.09,Richmond,North,6,16
1417241761.44,Fremont,South,8,8
1417241761.44,Richmond,North,6,15
1417241821.79,Fremont,South,8,7
1417241821.79,Richmond,North,6,14
1417241881.17,Fremont,South,8,6
1417241881.17,Richmond,North,6,13
1417241941.51,Fremont,South,8,5
1417241941.51,Richmond,North,6,12
1417242001.86,Fremont,South,8,4
1417242001.86,Richmond,North,6,11
1417242061.21,Fremont,South,8,3
1417242061.21,Richmond,North,6,10
1417242121.56,Fremont,South,8,2
1417242121.56,Richmond,North,6,9
1417242181.9,Fremont,South,8,Leaving
1417242181.9,Richmond,North,6,8
1417242241.27,Fremont,South,3,20
1417242241.27,Richmond,North,6,7
1417242301.7,Fremont,South,3,19
1417242301.7,Richmond,North,6,6
1417242362.07,Fremont,South,3,18
1417242362.07,Richmond,North,6,5
1417242421.39,Fremont,South,3,17
1417242421.39,Richmond,North,6,4
1417242481.74,Fremont,South,3,16
