time,dest,dir,len,etd
1417925341.26,Fremont,South,6,15
1417925341.26,Richmond,North,8,3
1417925401.61,Fremont,South,6,14
1417925401.61,Richmond,North,8,3
1417925461.96,Fremont,South,6,13
1417925461.96,Richmond,North,8,3
1417925521.32,Fremont,South,6,12
1417925521.32,Richmond,North,8,2
1417925581.63,Fremont,South,6,11
1417925581.63,Richmond,North,8,Leaving
1417925641.99,Fremont,South,6,10
1417925641.99,Richmond,North,6,17
1417925701.31,Fremont,South,6,10
1417925701.31,Richmond,North,6,16
1417925761.72,Fremont,South,6,10
1417925761.72,Richmond,North,6,15
1417925822.08,Fremont,South,6,7
1417925822.08,Richmond,North,6,14
1417925881.43,Fremont,South,6,6
1417925881.43,Richmond,North,6,13
1417925941.8,Fremont,South,6,5
1417925941.8,Richmond,North,6,12
1417926001.12,Fremont,South,6,4
1417926001.12,Richmond,North,6,11
1417926061.48,Fremont,South,6,3
1417926061.48,Richmond,North,6,10
1417926121.86,Fremont,South,6,1
1417926121.86,Richmond,North,6,9
1417926181.2,Fremont,South,6,Leaving
1417926181.2,Richmond,North,6,8
1417926241.54,Fremont,South,6,20
1417926241.54,Richmond,North,6,7
1417926301.87,Fremont,South,6,19
1417926301.87,Richmond,North,6,6
1417926361.22,Fremont,South,6,18
1417926361.22,Richmond,North,6,5
1417926421.57,Fremont,South,6,17
1417926421.57,Richmond,North,6,4
1417926481.93,Fremont,South,6,16
1417926481.93,Richmond,North,6,2
1417926541.28,Fremont,South,6,15
1417926541.28,Richmond,North,6,1
1417926601.64,Fremont,South,6,14
1417926601.64,Richmond,North,6,Leaving
1417926661.99,Fremont,South,6,13
1417926661.99,Richmond,North,6,19
1417926721.31,Fremont,South,6,12
1417926721.31,Richmond,North,6,18
1417926781.63,Fremont,South,6,11
1417926781.63,Richmond,North,6,17
1417926841.96,Fremont,South,6,10
1417926841.96,Richmond,North,6,17
1417926901.28,Fremont,South,6,9
1417926901.28,Richmond,North,6,16
1417926961.63,Fremont,South,6,9
1417926961.63,Richmond,North,6,15
1417927021.95,Fremont,South,6,9
1417927021.95,Richmond,North,6,14
1417927081.3,Fremont,South,6,6
1417927081.3,Richmond,North,6,13
1417927141.65,Fremont,South,6,5
1417927141.65,Richmond,North,6,12
1417927201.99,Fremont,South,6,4
1417927201.99,Richmond,North,6,11
1417927261.33,Fremont,South,6,3
1417927261.33,Richmond,North,6,10
1417927321.65,Fremont,South,6,2
1417927321.65,Richmond,North,6,9
1417927381.98,Fremont,South,6,Leaving
1417927381.98,Richmond,North,6,8
1417927441.34,Fremont,South,6,Leaving
1417927441.34,Richmond,North,6,7
1417927501.66,Fremont,South,6,19
1417927501.66,Richmond,North,6,6
1417927562.02,Fremont,South,6,18
1417927562.02,Richmond,North,6,5
1417927621.34,Fremont,South,6,17
1417927621.34,Richmond,North,6,5
1417927681.66,Fremont,South,6,16
1417927681.66,Richmond,North,6,5
1417927741.98,Fremont,South,6,15
1417927741.98,Richmond,North,6,4
1417927801.3,Fremont,South,6,14
1417927801.3,Richmond,North,6,4
1417927861.64,Fremont,South,6,13
1417927861.64,Richmond,North,6,4
1417927921.98,Fremont,South,6,12
1417927921.98,Richmond,North,6,3
1417927981.31,Fremont,South,6,11
1417927981.31,Richmond,North,6,3
1417928041.66,Fremont,South,6,10
1417928041.66,Richmond,North,6,2
1417928101.98,Fremont,South,6,10
1417928101.98,Richmond,North,6,Leaving
1417928161.33,Fremont,South,6,9
1417928161.33,Richmond,North,6,15
1417928221.65,Fremont,South,6,7
1417928221.65,Richmond,North,6,14
1417928281.97,Fremont,South,6,6
1417928281.97,Richmond,North,6,13
1417928341.32,Fremont,South,6,5
1417928341.32,Richmond,North,6,12
1417928401.68,Fremont,South,6,4
1417928401.68,Richmond,North,6,11
1417928462.06,Fremont,South,6,3
1417928462.06,Richmond,North,6,10
1417928521.42,Fremont,South,6,2
1417928521.42,Richmond,North,6,9
1417928581.77,Fremont,South,6,1
1417928581.77,Richmond,North,6,8
1417928641.09,Fremont,South,6,Leaving
1417928641.09,Richmond,North,6,7
1417928701.44,Fremont,South,6,19
1417928701.44,Richmond,North,6,6
1417928761.77,Fremont,South,6,18
1417928761.77,Richmond,North,6,6
1417928821.12,Fremont,South,6,17
1417928821.12,Richmond,North,6,5
1417928881.49,Fremont,South,6,16
1417928881.49,Richmond,North,6,5
1417928941.8,Fremont,South,6,15
1417928941.8,Richmond,North,6,5
1417929001.16,Fremont,South,6,14
1417929001.16,Richmond,North,6,4
1417929061.48,Fremont,South,6,13
1417929061.48,Richmond,North,6,3
1417929121.87,Fremont,South,6,12
1417929121.87,Richmond,North,6,3
1417929181.25,Fremont,South,6,11
1417929181.25,Richmond,North,6,2
1417929241.56,Fremont,South,6,10
1417929241.56,Richmond,North,6,Leaving
1417929301.92,Fremont,South,6,10
1417929301.92,Richmond,North,6,25
1417929361.27,Fremont,South,6,10
1417929361.27,Richmond,North,6,25
1417929421.59,Fremont,South,6,7
1417929421.59,Richmond,North,6,24
1417929481.91,Fremont,South,6,6
1417929481.91,Richmond,North,6,23
1417929541.26,Fremont,South,6,5
1417929541.26,Richmond,North,6,22
1417929601.62,Fremont,South,6,4
1417929601.62,Richmond,North,6,21
1417929661.94,Fremont,South,6,3
1417929661.94,Richmond,North,6,20
1417929721.26,Fremont,South,6,2
1417929721.26,Richmond,North,6,18
1417929781.59,Fremont,South,6,Leaving
1417929781.59,Richmond,North,6,17
1417929841.93,Fremont,South,6,Leaving
1417929841.93,Richmond,North,6,18
1417929901.25,Fremont,South,6,19
1417929901.25,Richmond,North,6,15
1417929961.64,Fremont,South,6,18
1417929961.64,Richmond,North,6,14
1417930021.98,Fremont,South,6,17
1417930021.98,Richmond,North,6,13
1417930081.34,Fremont,South,6,16
1417930081.34,Richmond,North,6,12
1417930141.68,Fremont,South,6,15
1417930141.68,Richmond,North,6,11
1417930202.01,Fremont,South,6,14
1417930202.01,Richmond,North,6,10
1417930261.36,Fremont,South,6,13
1417930261.36,Richmond,North,6,9
1417930321.68,Fremont,South,6,12
1417930321.68,Richmond,North,6,8
1417930382.03,Fremont,South,6,11
1417930382.03,Richmond,North,6,7
1417930441.38,Fremont,South,6,10
1417930441.38,Richmond,North,6,6
1417930501.72,Fremont,South,6,9
1417930501.72,Richmond,North,6,5
1417930562.08,Fremont,South,6,8
1417930562.08,Richmond,North,6,4
1417930621.43,Fremont,South,6,7
1417930621.43,Richmond,North,6,3
1417930681.8,Fremont,South,6,6
1417930681.8,Richmond,North,6,2
1417930741.12,Fremont,South,6,5
1417930741.12,Richmond,North,6,Leaving
1417930801.44,Fremont,South,6,4
1417930801.44,Richmond,North,6,11
1417930861.79,Fremont,South,6,3
1417930861.79,Richmond,North,6,10
1417930921.12,Fremont,South,6,2
1417930921.12,Richmond,North,6,9
1417930981.47,Fremont,South,6,Leaving
1417930981.47,Richmond,North,6,8
1417931041.85,Fremont,South,6,20
1417931041.85,Richmond,North,6,7
1417931101.24,Fremont,South,6,19
1417931101.24,Richmond,North,6,6
1417931161.61,Fremont,South,6,18
1417931161.61,Richmond,North,6,5
1417931221.94,Fremont,South,6,17
1417931221.94,Richmond,North,6,4
1417931281.28,Fremont,South,6,16
1417931281.28,Richmond,North,6,3
1417931341.62,Fremont,South,6,15
1417931341.62,Richmond,North,6,2
1417931401.96,Fremont,South,6,14
1417931401.96,Richmond,North,6,Leaving
1417931461.29,Fremont,South,6,13
1417931461.29,Richmond,North,6,19
1417931521.67,Fremont,South,6,12
1417931521.67,Richmond,North,6,18
1417931582.02,Fremont,South,6,11
1417931582.02,Richmond,North,6,18
1417931641.36,Fremont,South,6,10
1417931641.36,Richmond,North,6,17
1417931701.71,Fremont,South,6,9
1417931701.71,Richmond,North,6,16
1417931762.03,Fremont,South,6,9
1417931762.03,Richmond,North,6,15
1417931821.38,Fremont,South,6,9
1417931821.38,Richmond,North,6,14
1417931881.76,Fremont,South,6,9
1417931881.76,Richmond,North,6,13
1417931941.11,Fremont,South,6,6
1417931941.11,Richmond,North,6,12
1417932001.5,Fremont,South,6,5
1417932001.5,Richmond,North,6,11
1417932061.82,Fremont,South,6,4
1417932061.82,Richmond,North,6,10
1417932121.18,Fremont,South,6,2
1417932121.18,Richmond,North,6,9
1417932181.57,Fremont,South,6,1
1417932181.57,Richmond,North,6,8
1417932241.92,Fremont,South,6,Leaving
1417932241.92,Richmond,North,6,7
1417932301.26,Fremont,South,6,19
1417932301.26,Richmond,North,6,6
1417932361.59,Fremont,South,6,18
1417932361.59,Richmond,North,6,5
1417932421.96,Fremont,South,6,17
1417932421.96,Richmond,North,6,4
1417932481.27,Fremont,South,6,16
1417932481.27,Richmond,North,6,3
1417932541.63,Fremont,South,6,15
1417932541.63,Richmond,North,6,2
1417932601.96,Fremont,South,6,14
1417932601.96,Richmond,North,6,Leaving
1417932661.28,Fremont,South,6,13
1417932661.28,Richmond,North,6,19
1417932721.61,Fremont,South,6,12
1417932721.61,Richmond,North,6,18
1417932781.93,Fremont,South,6,11
1417932781.93,Richmond,North,6,17
1417932841.26,Fremont,South,6,10
1417932841.26,Richmond,North,6,17
1417932901.59,Fremont,South,6,9
1417932901.59,Richmond,North,6,16
1417932961.95,Fremont,South,6,9
1417932961.95,Richmond,North,6,15
1417933021.26,Fremont,South,6,7
1417933021.26,Richmond,North,6,14
1417933081.61,Fremont,South,6,6
1417933081.61,Richmond,North,6,13
1417933141.93,Fremont,South,6,5
1417933141.93,Richmond,North,6,12
1417933201.27,Fremont,South,6,4
1417933201.27,Richmond,North,6,11
1417933261.62,Fremont,South,6,3
1417933261.62,Richmond,North,6,10
1417933321.97,Fremont,South,6,2
1417933321.97,Richmond,North,6,9
1417933381.29,Fremont,South,6,Leaving
1417933381.29,Richmond,North,6,8
1417933441.65,Fremont,South,3,20
1417933441.65,Richmond,North,6,7
1417933502.1,Fremont,South,3,19
1417933502.1,Richmond,North,6,5
1417933561.48,Fremont,South,3,18
1417933561.48,Richmond,North,6,5
1417933621.83,Fremont,South,3,17
1417933621.83,Richmond,North,6,4
1417933681.19,Fremont,South,3,16
1417933681.19,Richmond,North,6,3
1417933741.54,Fremont,South,3,15
1417933741.54,Richmond,North,6,2
1417933801.91,Fremont,South,3,14
1417933801.91,Richmond,North,6,Leaving
1417933861.26,Fremont,South,3,13
1417933861.26,Richmond,North,6,19
1417933921.59,Fremont,South,3,12
1417933921.59,Richmond,North,6,18
1417933981.97,Fremont,South,3,11
1417933981.97,Richmond,North,6,18
1417934041.28,Fremont,South,3,10
1417934041.28,Richmond,North,6,17
1417934101.61,Fremont,South,6,9
1417934101.61,Richmond,North,6,16
1417934161.93,Fremont,South,6,9
1417934161.93,Richmond,North,6,15
1417934221.25,Fremont,South,6,7
1417934221.25,Richmond,North,6,14
1417934281.6,Fremont,South,6,6
1417934281.6,Richmond,North,6,13
1417934341.95,Fremont,South,6,5
1417934341.95,Richmond,North,6,12
1417934401.3,Fremont,South,6,4
1417934401.3,Richmond,North,6,11
1417934461.62,Fremont,South,6,3
1417934461.62,Richmond,North,6,10
1417934521.94,Fremont,South,6,2
1417934521.94,Richmond,North,6,9
1417934581.26,Fremont,South,6,Leaving
1417934581.26,Richmond,North,6,8
1417934641.62,Fremont,South,3,20
1417934641.62,Richmond,North,6,7
1417934701.97,Fremont,South,3,19
1417934701.97,Richmond,North,6,6
1417934761.31,Fremont,South,3,18
1417934761.31,Richmond,North,6,5
1417934821.78,Fremont,South,3,17
1417934821.78,Richmond,North,6,4
1417934881.94,Fremont,South,3,16
1417934881.94,Richmond,North,6,3
1417934941.27,Fremont,South,3,15
1417934941.27,Richmond,North,6,2
1417935001.64,Fremont,South,3,14
1417935001.64,Richmond,North,6,1
1417935062.0,Fremont,South,3,13
1417935062.0,Richmond,North,6,19
1417935121.35,Fremont,South,3,12
1417935121.35,Richmond,North,6,18
1417935181.73,Fremont,South,6,11
1417935181.73,Richmond,North,6,17
1417935242.06,Fremont,South,6,10
1417935242.06,Richmond,North,6,17
1417935301.38,Fremont,South,6,10
1417935301.38,Richmond,North,6,16
1417935361.71,Fremont,South,6,10
1417935361.71,Richmond,North,6,15
1417935422.03,Fremont,South,6,7
1417935422.03,Richmond,North,6,14
1417935481.37,Fremont,South,6,6
1417935481.37,Richmond,North,6,13
1417935541.75,Fremont,South,6,5
1417935541.75,Richmond,North,6,12
1417935601.11,Fremont,South,6,4
1417935601.11,Richmond,North,6,11
1417935661.43,Fremont,South,6,3
1417935661.43,Richmond,North,6,10
1417935721.76,Fremont,South,6,2
1417935721.76,Richmond,North,6,9
1417935781.1,Fremont,South,6,1
1417935781.1,Richmond,North,6,8
1417935841.42,Fremont,South,6,Leaving
1417935841.42,Richmond,North,6,7
1417935901.74,Fremont,South,3,19
1417935901.74,Richmond,North,6,6
1417935961.09,Fremont,South,3,18
1417935961.09,Richmond,North,6,5
1417936021.43,Fremont,South,3,17
1417936021.43,Richmond,North,6,4
1417936081.78,Fremont,South,3,16
1417936081.78,Richmond,North,6,3
1417936141.12,Fremont,South,3,15
1417936141.12,Richmond,North,6,2
1417936201.47,Fremont,South,3,14
1417936201.47,Richmond,North,6,Leaving
1417936261.79,Fremont,South,3,13
1417936261.79,Richmond,North,6,19
1417936321.11,Fremont,South,3,12
1417936321.11,Richmond,North,6,18
1417936381.45,Fremont,South,6,11
1417936381.45,Richmond,North,6,18
1417936441.82,Fremont,South,6,10
1417936441.82,Richmond,North,6,17
1417936501.16,Fremont,South,6,10
1417936501.16,Richmond,North,6,16
1417936561.53,Fremont,South,6,10
1417936561.53,Richmond,North,6,15
1417936621.91,Fremont,South,6,7
1417936621.91,Richmond,North,6,14
1417936681.23,Fremont,South,6,6
1417936681.23,Richmond,North,6,13
1417936741.56,Fremont,South,6,5
1417936741.56,Richmond,North,6,12
1417936801.9,Fremont,South,6,4
1417936801.9,Richmond,North,6,12
1417936861.25,Fremont,South,6,3
1417936861.25,Richmond,North,6,12
1417936921.61,Fremont,South,6,2
1417936921.61,Richmond,North,6,12
1417936981.94,Fremont,South,6,Leaving
1417936981.94,Richmond,North,6,11
1417937041.25,Fremont,South,6,Leaving
1417937041.25,Richmond,North,6,11
1417937101.6,Fremont,South,3,19
1417937101.6,Richmond,North,6,11
1417937161.94,Fremont,South,3,18
1417937161.94,Richmond,North,6,11
1417937221.35,Fremont,South,3,17
1417937221.35,Richmond,North,6,11
1417937281.67,Fremont,South,3,16
1417937281.67,Richmond,North,6,10
1417937341.99,Fremont,South,3,15
1417937341.99,Richmond,North,6,9
1417937401.32,Fremont,South,3,14
1417937401.32,Richmond,North,6,8
1417937461.67,Fremont,South,3,13
1417937461.67,Richmond,North,6,7
1417937522.01,Fremont,South,3,12
1417937522.01,Richmond,North,6,5
1417937581.36,Fremont,South,3,11
1417937581.36,Richmond,North,6,4
1417937641.7,Fremont,South,3,10
1417937641.7,Richmond,North,6,3
1417937702.08,Fremont,South,3,9
1417937702.08,Richmond,North,6,3
1417937761.45,Fremont,South,6,8
1417937761.45,Richmond,North,6,1
1417937821.81,Fremont,South,6,8
1417937821.81,Richmond,North,6,Leaving
1417937881.12,Fremont,South,6,6
1417937881.12,Richmond,North,6,13
1417937941.49,Fremont,South,6,5
1417937941.49,Richmond,North,6,12
1417938001.85,Fremont,South,6,4
1417938001.85,Richmond,North,6,11
1417938061.23,Fremont,South,6,3
1417938061.23,Richmond,North,6,10
1417938121.61,Fremont,South,6,2
1417938121.61,Richmond,North,6,9
1417938181.95,Fremont,South,6,1
1417938181.95,Richmond,North,6,8
1417938241.3,Fremont,South,6,Leaving
1417938241.3,Richmond,North,6,7
1417938301.64,Fremont,South,3,19
1417938301.64,Richmond,North,6,5
1417938361.96,Fremont,South,3,18
1417938361.96,Richmond,North,6,4
1417938421.29,Fremont,South,3,17
1417938421.29,Richmond,North,6,4
1417938481.61,Fremont,South,3,16
1417938481.61,Richmond,North,6,3
1417938541.97,Fremont,South,3,15
1417938541.97,Richmond,North,6,2
1417938601.29,Fremont,South,3,14
1417938601.29,Richmond,North,6,Leaving
1417938661.66,Fremont,South,3,13
1417938661.66,Richmond,North,6,20
1417938721.99,Fremont,South,3,12
1417938721.99,Richmond,North,6,19
1417938781.32,Fremont,South,3,11
1417938781.32,Richmond,North,6,18
1417938841.64,Fremont,South,6,10
1417938841.64,Richmond,North,6,17
1417938902.0,Fremont,South,6,10
1417938902.0,Richmond,North,6,16
1417938961.37,Fremont,South,6,10
1417938961.37,Richmond,North,6,15
1417939021.69,Fremont,South,6,7
1417939021.69,Richmond,North,6,14
1417939082.01,Fremont,South,6,6
1417939082.01,Richmond,North,6,13
1417939141.37,Fremont,South,6,5
1417939141.37,Richmond,North,6,12
1417939201.71,Fremont,South,6,4
1417939201.71,Richmond,North,6,11
1417939262.08,Fremont,South,6,3
1417939262.08,Richmond,North,6,10
1417939321.39,Fremont,South,6,2
1417939321.39,Richmond,North,6,9
1417939381.72,Fremont,South,6,Leaving
1417939381.72,Richmond,North,6,8
1417939442.04,Fremont,South,6,22
1417939442.04,Richmond,North,6,7
1417939501.42,Fremont,South,6,21
1417939501.42,Richmond,North,6,6
1417939561.77,Fremont,South,6,20
1417939561.77,Richmond,North,6,5
1417939621.14,Fremont,South,6,19
1417939621.14,Richmond,North,6,4
1417939681.49,Fremont,South,6,18
1417939681.49,Richmond,North,6,3
1417939741.83,Fremont,South,6,17
1417939741.83,Richmond,North,6,2
1417939801.14,Fremont,South,6,16
1417939801.14,Richmond,North,6,Leaving
1417939861.46,Fremont,South,6,15
1417939861.46,Richmond,North,6,25
1417939921.81,Fremont,South,6,14
1417939921.81,Richmond,North,6,24
1417939981.14,Fremont,South,6,13
1417939981.14,Richmond,North,6,23
1417940041.51,Fremont,South,6,12
1417940041.51,Richmond,North,6,22
1417940101.86,Fremont,South,6,11
1417940101.86,Richmond,North,6,21
1417940161.18,Fremont,South,6,10
1417940161.18,Richmond,North,6,20
1417940221.5,Fremont,South,6,9
1417940221.5,Richmond,North,6,19
1417940281.85,Fremont,South,6,9
1417940281.85,Richmond,North,6,18
1417940341.19,Fremont,South,6,7
1417940341.19,Richmond,North,6,17
1417940401.55,Fremont,South,6,6
1417940401.55,Richmond,North,6,16
1417940461.93,Fremont,South,6,5
1417940461.93,Richmond,North,6,17
1417940521.27,Fremont,South,6,4
1417940521.27,Richmond,North,6,15
1417940581.6,Fremont,South,6,3
1417940581.6,Richmond,North,6,14
1417940641.94,Fremont,South,6,2
1417940641.94,Richmond,North,6,13
1417940701.32,Fremont,South,6,Leaving
1417940701.32,Richmond,North,6,12
1417940761.67,Richmond,North,6,11
1417940822.01,Richmond,North,6,10
1417940881.36,Richmond,North,6,9
1417940941.67,Richmond,North,6,7
1417941002.02,Richmond,North,6,6
1417941061.34,Richmond,North,6,5
1417941121.66,Richmond,North,6,5
1417941181.98,Richmond,North,6,4
1417941241.33,Richmond,North,6,3
1417941301.68,Richmond,North,6,2
1417941362.04,Richmond,North,6,Leaving
1417941421.42,Richmond,North,6,23
1417941481.73,Richmond,North,6,22
1417941542.06,Richmond,North,6,21
1417941601.37,Richmond,North,6,20
1417941661.72,Richmond,North,6,19
1417941722.08,Richmond,North,6,18
1417941781.43,Richmond,North,6,17
1417941841.76,Richmond,North,6,16
1417941901.14,Richmond,North,6,16
1417941961.48,Richmond,North,6,17
1417942021.83,Richmond,North,6,16
1417942081.21,Richmond,North,6,15
1417942141.52,Richmond,North,6,11
1417942201.87,Richmond,North,6,11
1417942261.21,Richmond,North,6,11
1417942321.52,Richmond,North,6,11
1417942381.84,Richmond,North,6,11
1417942441.15,Richmond,North,6,11
1417942501.49,Richmond,North,6,11
1417942561.86,Richmond,North,6,11
1417942621.18,Richmond,North,6,10
1417942681.52,Richmond,North,6,10
1417942741.89,Richmond,North,6,9
1417942801.2,Richmond,North,6,7
1417942861.54,Richmond,North,6,6
1417942921.88,Richmond,North,6,6
1417942981.19,Richmond,North,6,5
1417943041.51,Richmond,North,6,4
1417943101.86,Richmond,North,6,3
1417943161.2,Richmond,North,6,2
1417943221.58,Richmond,North,6,1
1417943281.9,Richmond,North,6,Leaving


























































































































































































































































































































































1417964101.14,Richmond,North,3,95
1417964161.47,Richmond,North,3,94
1417964221.79,Richmond,North,3,93
1417964281.11,Richmond,North,3,92
1417964341.44,Richmond,North,3,91
1417964401.8,Richmond,North,3,90
1417964461.12,Richmond,North,3,89
1417964521.47,Richmond,North,3,88
1417964581.78,Richmond,North,3,87
1417964641.13,Richmond,North,3,86
1417964701.45,Richmond,North,3,85
1417964761.8,Richmond,North,3,84
1417964821.15,Richmond,North,3,83
1417964881.5,Richmond,North,3,82
1417964941.88,Richmond,North,3,81
1417965001.23,Richmond,North,3,80
1417965061.61,Richmond,North,3,79
1417965121.93,Fremont,South,6,52
1417965121.93,Richmond,North,3,78
1417965181.27,Fremont,South,6,51
1417965181.27,Richmond,North,3,77
1417965241.62,Fremont,South,6,50
1417965241.62,Richmond,North,3,76
1417965301.93,Fremont,South,6,49
1417965301.93,Richmond,North,3,75
1417965361.27,Fremont,South,6,48
1417965361.27,Richmond,North,3,74
1417965421.62,Fremont,South,6,47
1417965421.62,Richmond,North,3,73
1417965481.96,Fremont,South,6,46
1417965481.96,Richmond,North,3,72
1417965541.28,Fremont,South,6,45
1417965541.28,Richmond,North,3,71
1417965601.6,Fremont,South,6,44
1417965601.6,Richmond,North,3,70
1417965661.95,Fremont,South,6,43
1417965661.95,Richmond,North,3,69
1417965721.28,Fremont,South,6,42
1417965721.28,Richmond,North,3,68
1417965781.59,Fremont,South,6,41
1417965781.59,Richmond,North,3,67
1417965841.94,Fremont,South,6,40
1417965841.94,Richmond,North,3,66
1417965901.29,Fremont,South,6,39
1417965901.29,Richmond,North,3,65
1417965961.63,Fremont,South,6,38
1417965961.63,Richmond,North,3,64
1417966021.97,Fremont,South,6,37
1417966021.97,Richmond,North,3,63
1417966081.29,Fremont,South,6,36
1417966081.29,Richmond,North,3,62
1417966141.61,Fremont,South,6,35
1417966141.61,Richmond,North,3,61
1417966201.95,Fremont,South,6,34
1417966201.95,Richmond,North,8,60
1417966261.28,Fremont,South,6,33
1417966261.28,Richmond,North,8,59
1417966321.63,Fremont,South,6,32
1417966321.63,Richmond,North,8,58
1417966381.95,Fremont,South,6,31
1417966381.95,Richmond,North,8,57
1417966441.33,Fremont,South,6,30
1417966441.33,Richmond,North,8,56
1417966501.71,Fremont,South,6,29
1417966501.71,Richmond,North,8,55
1417966562.06,Fremont,South,6,28
1417966562.06,Richmond,North,8,54
1417966621.45,Fremont,South,6,27
1417966621.45,Richmond,North,8,53
1417966681.8,Fremont,South,6,26
1417966681.8,Richmond,North,8,52
1417966741.15,Fremont,South,6,25
1417966741.15,Richmond,North,8,51
1417966801.48,Fremont,South,6,24
1417966801.48,Richmond,North,8,50
1417966861.81,Fremont,South,6,23
1417966861.81,Richmond,North,8,49
1417966921.13,Fremont,South,6,22
1417966921.13,Richmond,North,8,48
1417966981.45,Fremont,South,6,21
1417966981.45,Richmond,North,8,47
1417967041.78,Fremont,South,6,20
1417967041.78,Richmond,North,8,46
1417967101.12,Fremont,South,6,19
1417967101.12,Richmond,North,8,45
1417967161.44,Fremont,South,6,18
1417967161.44,Richmond,North,8,44
1417967221.77,Fremont,South,6,17
1417967221.77,Richmond,North,8,43
1417967281.11,Fremont,South,6,16
1417967281.11,Richmond,North,8,42
1417967341.49,Fremont,South,6,15
1417967341.49,Richmond,North,8,41
1417967401.81,Fremont,South,6,14
1417967401.81,Richmond,North,8,40
1417967461.19,Fremont,South,6,13
1417967461.19,Richmond,North,8,39
1417967521.56,Fremont,South,6,12
1417967521.56,Richmond,North,8,38
1417967581.9,Fremont,South,6,11
1417967581.9,Richmond,North,8,37
1417967641.22,Fremont,South,6,10
1417967641.22,Richmond,North,8,36
1417967701.54,Fremont,South,6,9
1417967701.54,Richmond,North,8,35
1417967761.9,Fremont,South,6,10
1417967761.9,Richmond,North,8,34
1417967821.25,Fremont,South,6,10
1417967821.25,Richmond,North,8,33
1417967881.64,Fremont,South,8,9
1417967881.64,Richmond,North,8,32
1417967941.99,Fremont,South,8,6
1417967941.99,Richmond,North,8,31
1417968001.38,Fremont,South,8,5
1417968001.38,Richmond,North,8,30
1417968061.73,Fremont,South,8,4
1417968061.73,Richmond,North,8,29
1417968122.07,Fremont,South,8,3
1417968122.07,Richmond,North,8,28
1417968181.46,Fremont,South,8,2
1417968181.46,Richmond,North,8,27
1417968241.78,Fremont,South,8,1
1417968241.78,Richmond,North,8,26
1417968301.11,Fremont,South,8,Leaving
1417968301.11,Richmond,North,8,25
1417968361.42,Fremont,South,6,18
1417968361.42,Richmond,North,8,24
1417968421.8,Fremont,South,6,17
1417968421.8,Richmond,North,8,23
1417968481.15,Fremont,South,6,16
1417968481.15,Richmond,North,8,22
1417968541.48,Fremont,South,6,15
1417968541.48,Richmond,North,8,21
1417968601.83,Fremont,South,6,14
1417968601.83,Richmond,North,8,20
1417968661.18,Fremont,South,6,13
1417968661.18,Richmond,North,8,19
1417968721.53,Fremont,South,6,12
1417968721.53,Richmond,North,8,18
1417968781.91,Fremont,South,6,11
1417968781.91,Richmond,North,8,17
1417968841.26,Fremont,South,6,10
1417968841.26,Richmond,North,8,17
1417968901.58,Fremont,South,6,10
1417968901.58,Richmond,North,8,16
1417968961.93,Fremont,South,6,9
1417968961.93,Richmond,North,8,15
1417969021.3,Fremont,South,8,7
1417969021.3,Richmond,North,8,15
1417969081.63,Fremont,South,8,6
1417969081.63,Richmond,North,8,14
1417969141.95,Fremont,South,8,5
1417969141.95,Richmond,North,8,14
1417969201.33,Fremont,South,8,4
1417969201.33,Richmond,North,8,13
1417969261.65,Fremont,South,8,3
1417969261.65,Richmond,North,8,11
1417969322.0,Fremont,South,8,2
1417969322.0,Richmond,North,8,11
1417969381.34,Fremont,South,8,1
1417969381.34,Richmond,North,8,10
1417969441.71,Fremont,South,8,Leaving
1417969441.71,Richmond,North,8,8
1417969502.04,Fremont,South,6,19
1417969502.04,Richmond,North,8,7
1417969561.36,Fremont,South,6,18
1417969561.36,Richmond,North,8,6
1417969621.68,Fremont,South,6,17
1417969621.68,Richmond,North,8,5
1417969682.01,Fremont,South,6,16
1417969682.01,Richmond,North,8,4
1417969741.37,Fremont,South,6,15
1417969741.37,Richmond,North,8,3
1417969801.68,Fremont,South,6,14
1417969801.68,Richmond,North,8,2
1417969862.04,Fremont,South,6,13
1417969862.04,Richmond,North,8,Leaving
1417969921.39,Fremont,South,6,12
1417969921.39,Richmond,North,8,19
1417969981.71,Fremont,South,6,11
1417969981.71,Richmond,North,8,18
1417970042.07,Fremont,South,6,10
1417970042.07,Richmond,North,8,17
1417970101.39,Fremont,South,8,9
1417970101.39,Richmond,North,8,17
1417970161.75,Fremont,South,8,9
1417970161.75,Richmond,North,8,15
1417970222.08,Fremont,South,8,9
1417970222.08,Richmond,North,8,14
1417970281.43,Fremont,South,8,6
1417970281.43,Richmond,North,8,13
1417970341.78,Fremont,South,8,5
1417970341.78,Richmond,North,8,12
1417970401.13,Fremont,South,8,4
1417970401.13,Richmond,North,8,11
